WorkItemID,ProjectID,WorkItemCode,WorkItemName,WorkItemCategory,WorkItemType,PlannedStartDate,PlannedFinishDate,Quantity,UnitOfMeasure,Priority,CurrentStatusID
WIT-001212,PRJ-003,PRJ-003-ITEM-001212,Structure Reporting Package,Structure,Task,2025-08-21,2025-09-04,464.06,ea,Low,STS-005
WIT-001213,PRJ-004,PRJ-004-ITEM-001213,Mechanical Reporting Package,Mechanical,Inspection,2026-01-04,2026-03-21,246.41,lot,Medium,STS-004
WIT-001214,PRJ-005,PRJ-005-ITEM-001214,Electrical Reporting Package,Electrical,Milestone,2025-09-11,2026-01-04,301.4,hr,High,STS-005
WIT-001215,PRJ-001,PRJ-001-ITEM-001215,Interior Reporting Package,Interior,Package,2026-01-07,2026-03-13,369.02,m2,Critical,STS-004
WIT-001216,PRJ-002,PRJ-002-ITEM-001216,Exterior Reporting Package,Exterior,Task,2026-02-27,2026-03-17,258.33,m3,Low,STS-005
WIT-001217,PRJ-003,PRJ-003-ITEM-001217,Safety Reporting Package,Safety,Inspection,2025-12-24,2026-01-06,241.31,ea,Medium,STS-004
WIT-001218,PRJ-004,PRJ-004-ITEM-001218,Structure Reporting Package,Structure,Milestone,2025-10-28,2025-12-31,247.26,lot,High,STS-004
WIT-001219,PRJ-005,PRJ-005-ITEM-001219,Mechanical Reporting Package,Mechanical,Package,2025-07-01,2025-10-19,234.69,hr,Critical,STS-004
WIT-001220,PRJ-001,PRJ-001-ITEM-001220,Electrical Reporting Package,Electrical,Task,2025-11-04,2026-02-28,225.84,m2,Low,STS-004
WIT-001221,PRJ-002,PRJ-002-ITEM-001221,Interior Reporting Package,Interior,Inspection,2026-05-26,2026-09-18,91.26,m3,Medium,STS-005
WIT-001222,PRJ-003,PRJ-003-ITEM-001222,Exterior Reporting Package,Exterior,Milestone,2026-04-22,2026-06-14,48.5,ea,High,STS-004
WIT-001223,PRJ-004,PRJ-004-ITEM-001223,Safety Reporting Package,Safety,Package,2026-03-30,2026-04-28,1.28,lot,Critical,STS-004
WIT-001224,PRJ-005,PRJ-005-ITEM-001224,Structure Reporting Package,Structure,Task,2025-04-06,2025-06-24,384.85,hr,Low,STS-005
WIT-001225,PRJ-001,PRJ-001-ITEM-001225,Mechanical Reporting Package,Mechanical,Inspection,2025-11-04,2025-12-28,367.0,m2,Medium,STS-004
WIT-001226,PRJ-002,PRJ-002-ITEM-001226,Electrical Reporting Package,Electrical,Milestone,2025-10-30,2026-01-24,285.42,m3,High,STS-004
WIT-001227,PRJ-003,PRJ-003-ITEM-001227,Interior Reporting Package,Interior,Package,2025-09-14,2025-09-22,77.99,ea,Critical,STS-004
WIT-001228,PRJ-004,PRJ-004-ITEM-001228,Exterior Reporting Package,Exterior,Task,2026-05-20,2026-06-06,84.52,lot,Low,STS-004
WIT-001229,PRJ-005,PRJ-005-ITEM-001229,Safety Reporting Package,Safety,Inspection,2025-07-28,2025-11-18,313.69,hr,Medium,STS-005
WIT-001230,PRJ-001,PRJ-001-ITEM-001230,Structure Reporting Package,Structure,Milestone,2026-02-03,2026-03-02,321.14,m2,High,STS-007
WIT-001231,PRJ-002,PRJ-002-ITEM-001231,Mechanical Reporting Package,Mechanical,Package,2026-03-31,2026-05-12,206.72,m3,Critical,STS-005
WIT-001232,PRJ-003,PRJ-003-ITEM-001232,Electrical Reporting Package,Electrical,Task,2026-02-02,2026-03-12,116.11,ea,Low,STS-004
WIT-001233,PRJ-004,PRJ-004-ITEM-001233,Interior Reporting Package,Interior,Inspection,2026-03-07,2026-06-07,452.99,lot,Medium,STS-004
WIT-001234,PRJ-005,PRJ-005-ITEM-001234,Exterior Reporting Package,Exterior,Milestone,2025-06-13,2025-10-04,378.29,hr,High,STS-004
WIT-001235,PRJ-001,PRJ-001-ITEM-001235,Safety Reporting Package,Safety,Package,2026-01-31,2026-04-03,425.02,m2,Critical,STS-007
WIT-001236,PRJ-002,PRJ-002-ITEM-001236,Structure Reporting Package,Structure,Task,2026-02-17,2026-04-04,112.75,m3,Low,STS-003
WIT-001237,PRJ-003,PRJ-003-ITEM-001237,Mechanical Reporting Package,Mechanical,Inspection,2026-05-17,2026-09-13,144.16,ea,Medium,STS-002
WIT-001238,PRJ-004,PRJ-004-ITEM-001238,Electrical Reporting Package,Electrical,Milestone,2026-02-28,2026-04-14,132.17,lot,High,STS-004
WIT-001239,PRJ-005,PRJ-005-ITEM-001239,Interior Reporting Package,Interior,Package,2026-04-27,2026-05-30,291.64,hr,Critical,STS-004
WIT-001240,PRJ-001,PRJ-001-ITEM-001240,Exterior Reporting Package,Exterior,Task,2026-04-29,2026-07-29,495.15,m2,Low,STS-005
WIT-001241,PRJ-002,PRJ-002-ITEM-001241,Safety Reporting Package,Safety,Inspection,2025-11-20,2026-03-19,263.86,m3,Medium,STS-004
WIT-001242,PRJ-003,PRJ-003-ITEM-001242,Structure Reporting Package,Structure,Milestone,2025-08-30,2025-10-13,430.13,ea,High,STS-006
WIT-001243,PRJ-004,PRJ-004-ITEM-001243,Mechanical Reporting Package,Mechanical,Package,2025-12-25,2026-03-13,466.53,lot,Critical,STS-007
WIT-001244,PRJ-005,PRJ-005-ITEM-001244,Electrical Reporting Package,Electrical,Task,2025-06-13,2025-07-25,264.74,hr,Low,STS-007
WIT-001245,PRJ-001,PRJ-001-ITEM-001245,Interior Reporting Package,Interior,Inspection,2026-05-07,2026-06-04,416.59,m2,Medium,STS-004
WIT-001246,PRJ-002,PRJ-002-ITEM-001246,Exterior Reporting Package,Exterior,Milestone,2025-11-07,2025-12-07,220.46,m3,High,STS-005
WIT-001247,PRJ-003,PRJ-003-ITEM-001247,Safety Reporting Package,Safety,Package,2026-04-28,2026-06-06,492.82,ea,Critical,STS-007
WIT-001248,PRJ-004,PRJ-004-ITEM-001248,Structure Reporting Package,Structure,Task,2025-11-26,2026-01-21,453.15,lot,Low,STS-004
WIT-001249,PRJ-005,PRJ-005-ITEM-001249,Mechanical Reporting Package,Mechanical,Inspection,2025-09-10,2026-01-06,399.43,hr,Medium,STS-007
WIT-001250,PRJ-001,PRJ-001-ITEM-001250,Electrical Reporting Package,Electrical,Milestone,2026-03-01,2026-06-24,161.1,m2,High,STS-007
WIT-001251,PRJ-002,PRJ-002-ITEM-001251,Interior Reporting Package,Interior,Package,2026-04-01,2026-05-06,274.09,m3,Critical,STS-004
WIT-001252,PRJ-003,PRJ-003-ITEM-001252,Exterior Reporting Package,Exterior,Task,2026-02-14,2026-02-28,253.25,ea,Low,STS-004
WIT-001253,PRJ-004,PRJ-004-ITEM-001253,Safety Reporting Package,Safety,Inspection,2026-04-15,2026-06-23,318.7,lot,Medium,STS-004
WIT-001254,PRJ-005,PRJ-005-ITEM-001254,Structure Reporting Package,Structure,Milestone,2025-12-29,2026-02-19,374.84,hr,High,STS-004
WIT-001255,PRJ-001,PRJ-001-ITEM-001255,Mechanical Reporting Package,Mechanical,Package,2025-12-25,2026-02-14,167.44,m2,Critical,STS-004
WIT-001256,PRJ-002,PRJ-002-ITEM-001256,Electrical Reporting Package,Electrical,Task,2026-01-10,2026-03-04,64.49,m3,Low,STS-007
WIT-001257,PRJ-003,PRJ-003-ITEM-001257,Interior Reporting Package,Interior,Inspection,2026-05-30,2026-07-12,95.17,ea,Medium,STS-004
WIT-001258,PRJ-004,PRJ-004-ITEM-001258,Exterior Reporting Package,Exterior,Milestone,2026-05-12,2026-07-17,223.69,lot,High,STS-001
WIT-001259,PRJ-005,PRJ-005-ITEM-001259,Safety Reporting Package,Safety,Package,2025-05-10,2025-08-20,114.71,hr,Critical,STS-005
WIT-001260,PRJ-001,PRJ-001-ITEM-001260,Structure Reporting Package,Structure,Task,2026-01-22,2026-02-08,277.44,m2,Low,STS-004
WIT-001261,PRJ-002,PRJ-002-ITEM-001261,Mechanical Reporting Package,Mechanical,Inspection,2026-04-03,2026-07-04,11.56,m3,Medium,STS-004
WIT-001262,PRJ-003,PRJ-003-ITEM-001262,Electrical Reporting Package,Electrical,Milestone,2025-09-22,2026-01-17,89.32,ea,High,STS-003
WIT-001263,PRJ-004,PRJ-004-ITEM-001263,Interior Reporting Package,Interior,Package,2026-02-13,2026-03-26,328.28,lot,Critical,STS-005
WIT-001264,PRJ-005,PRJ-005-ITEM-001264,Exterior Reporting Package,Exterior,Task,2026-05-17,2026-09-01,33.41,hr,Low,STS-004
WIT-001265,PRJ-001,PRJ-001-ITEM-001265,Safety Reporting Package,Safety,Inspection,2026-03-17,2026-04-22,28.41,m2,Medium,STS-004
WIT-001266,PRJ-002,PRJ-002-ITEM-001266,Structure Reporting Package,Structure,Milestone,2026-05-11,2026-08-30,11.84,m3,High,STS-007
WIT-001267,PRJ-003,PRJ-003-ITEM-001267,Mechanical Reporting Package,Mechanical,Package,2026-04-26,2026-07-06,424.55,ea,Critical,STS-004
WIT-001268,PRJ-004,PRJ-004-ITEM-001268,Electrical Reporting Package,Electrical,Task,2026-02-22,2026-03-10,303.68,lot,Low,STS-005
WIT-001269,PRJ-005,PRJ-005-ITEM-001269,Interior Reporting Package,Interior,Inspection,2025-03-18,2025-04-09,222.9,hr,Medium,STS-003
WIT-001270,PRJ-001,PRJ-001-ITEM-001270,Exterior Reporting Package,Exterior,Milestone,2025-12-04,2026-02-24,36.83,m2,High,STS-007
WIT-001271,PRJ-002,PRJ-002-ITEM-001271,Safety Reporting Package,Safety,Package,2026-03-21,2026-05-15,401.57,m3,Critical,STS-003
WIT-001272,PRJ-003,PRJ-003-ITEM-001272,Structure Reporting Package,Structure,Task,2026-03-30,2026-06-15,6.5,ea,Low,STS-004
WIT-001273,PRJ-004,PRJ-004-ITEM-001273,Mechanical Reporting Package,Mechanical,Inspection,2025-11-16,2026-03-03,90.12,lot,Medium,STS-004
WIT-001274,PRJ-005,PRJ-005-ITEM-001274,Electrical Reporting Package,Electrical,Milestone,2025-02-16,2025-04-30,275.2,hr,High,STS-006
WIT-001275,PRJ-001,PRJ-001-ITEM-001275,Interior Reporting Package,Interior,Package,2025-11-28,2026-03-16,75.87,m2,Critical,STS-004
WIT-001276,PRJ-002,PRJ-002-ITEM-001276,Exterior Reporting Package,Exterior,Task,2026-02-13,2026-06-01,330.33,m3,Low,STS-006
WIT-001277,PRJ-003,PRJ-003-ITEM-001277,Safety Reporting Package,Safety,Inspection,2025-10-31,2025-11-28,362.68,ea,Medium,STS-006
WIT-001278,PRJ-004,PRJ-004-ITEM-001278,Structure Reporting Package,Structure,Milestone,2025-12-18,2026-01-14,476.62,lot,High,STS-006
WIT-001279,PRJ-005,PRJ-005-ITEM-001279,Mechanical Reporting Package,Mechanical,Package,2025-08-28,2025-11-09,247.54,hr,Critical,STS-004
WIT-001280,PRJ-001,PRJ-001-ITEM-001280,Electrical Reporting Package,Electrical,Task,2025-12-31,2026-03-10,239.14,m2,Low,STS-004
WIT-001281,PRJ-002,PRJ-002-ITEM-001281,Interior Reporting Package,Interior,Inspection,2026-02-23,2026-04-03,180.47,m3,Medium,STS-004
WIT-001282,PRJ-003,PRJ-003-ITEM-001282,Exterior Reporting Package,Exterior,Milestone,2025-09-25,2025-12-24,23.94,ea,High,STS-004
WIT-001283,PRJ-004,PRJ-004-ITEM-001283,Safety Reporting Package,Safety,Package,2025-10-29,2025-11-28,176.75,lot,Critical,STS-003
WIT-001284,PRJ-005,PRJ-005-ITEM-001284,Structure Reporting Package,Structure,Task,2026-03-04,2026-05-03,10.2,hr,Low,STS-005
WIT-001285,PRJ-001,PRJ-001-ITEM-001285,Mechanical Reporting Package,Mechanical,Inspection,2026-02-24,2026-05-21,220.15,m2,Medium,STS-002
WIT-001286,PRJ-002,PRJ-002-ITEM-001286,Electrical Reporting Package,Electrical,Milestone,2025-12-26,2026-03-03,305.59,m3,High,STS-004
WIT-001287,PRJ-003,PRJ-003-ITEM-001287,Interior Reporting Package,Interior,Package,2025-09-29,2025-12-17,388.55,ea,Critical,STS-005
WIT-001288,PRJ-004,PRJ-004-ITEM-001288,Exterior Reporting Package,Exterior,Task,2026-03-22,2026-05-26,356.14,lot,Low,STS-004
WIT-001289,PRJ-005,PRJ-005-ITEM-001289,Safety Reporting Package,Safety,Inspection,2026-03-31,2026-07-07,52.3,hr,Medium,STS-005
WIT-001290,PRJ-001,PRJ-001-ITEM-001290,Structure Reporting Package,Structure,Milestone,2025-12-08,2026-03-22,302.1,m2,High,STS-004
WIT-001291,PRJ-002,PRJ-002-ITEM-001291,Mechanical Reporting Package,Mechanical,Package,2026-05-01,2026-06-29,123.54,m3,Critical,STS-006
WIT-001292,PRJ-003,PRJ-003-ITEM-001292,Electrical Reporting Package,Electrical,Task,2026-03-14,2026-04-08,112.57,ea,Low,STS-005
WIT-001293,PRJ-004,PRJ-004-ITEM-001293,Interior Reporting Package,Interior,Inspection,2026-03-12,2026-03-21,227.99,lot,Medium,STS-003
WIT-001294,PRJ-005,PRJ-005-ITEM-001294,Exterior Reporting Package,Exterior,Milestone,2025-04-07,2025-04-30,89.16,hr,High,STS-004
WIT-001295,PRJ-001,PRJ-001-ITEM-001295,Safety Reporting Package,Safety,Package,2026-02-11,2026-04-04,412.38,m2,Critical,STS-004
WIT-001296,PRJ-002,PRJ-002-ITEM-001296,Structure Reporting Package,Structure,Task,2025-11-04,2026-01-13,101.47,m3,Low,STS-006
WIT-001297,PRJ-003,PRJ-003-ITEM-001297,Mechanical Reporting Package,Mechanical,Inspection,2026-01-26,2026-05-17,464.86,ea,Medium,STS-004
WIT-001298,PRJ-004,PRJ-004-ITEM-001298,Electrical Reporting Package,Electrical,Milestone,2025-11-02,2026-01-07,462.56,lot,High,STS-003
WIT-001299,PRJ-005,PRJ-005-ITEM-001299,Interior Reporting Package,Interior,Package,2026-02-03,2026-02-10,476.01,hr,Critical,STS-004
WIT-001300,PRJ-001,PRJ-001-ITEM-001300,Exterior Reporting Package,Exterior,Task,2025-10-10,2025-12-12,381.75,m2,Low,STS-004
WIT-001301,PRJ-002,PRJ-002-ITEM-001301,Safety Reporting Package,Safety,Inspection,2026-02-17,2026-02-23,485.13,m3,Medium,STS-002
WIT-001302,PRJ-003,PRJ-003-ITEM-001302,Structure Reporting Package,Structure,Milestone,2026-03-21,2026-04-17,485.38,ea,High,STS-007
WIT-001303,PRJ-004,PRJ-004-ITEM-001303,Mechanical Reporting Package,Mechanical,Package,2026-04-10,2026-07-28,275.61,lot,Critical,STS-003
WIT-001304,PRJ-005,PRJ-005-ITEM-001304,Electrical Reporting Package,Electrical,Task,2026-05-02,2026-08-05,425.04,hr,Low,STS-005
WIT-001305,PRJ-001,PRJ-001-ITEM-001305,Interior Reporting Package,Interior,Inspection,2026-02-14,2026-02-27,307.3,m2,Medium,STS-004
WIT-001306,PRJ-002,PRJ-002-ITEM-001306,Exterior Reporting Package,Exterior,Milestone,2026-03-30,2026-07-20,209.21,m3,High,STS-004
WIT-001307,PRJ-003,PRJ-003-ITEM-001307,Safety Reporting Package,Safety,Package,2025-11-30,2026-02-13,286.35,ea,Critical,STS-004
WIT-001308,PRJ-004,PRJ-004-ITEM-001308,Structure Reporting Package,Structure,Task,2025-12-09,2026-02-09,370.15,lot,Low,STS-005
WIT-001309,PRJ-005,PRJ-005-ITEM-001309,Mechanical Reporting Package,Mechanical,Inspection,2025-12-22,2026-01-13,38.43,hr,Medium,STS-002
WIT-001310,PRJ-001,PRJ-001-ITEM-001310,Electrical Reporting Package,Electrical,Milestone,2025-09-18,2025-12-12,424.64,m2,High,STS-004
WIT-001311,PRJ-002,PRJ-002-ITEM-001311,Interior Reporting Package,Interior,Package,2026-02-22,2026-05-21,236.76,m3,Critical,STS-004
WIT-001312,PRJ-003,PRJ-003-ITEM-001312,Exterior Reporting Package,Exterior,Task,2025-10-15,2026-01-11,156.79,ea,Low,STS-005
WIT-001313,PRJ-004,PRJ-004-ITEM-001313,Safety Reporting Package,Safety,Inspection,2026-04-22,2026-06-24,484.76,lot,Medium,STS-004
WIT-001314,PRJ-005,PRJ-005-ITEM-001314,Structure Reporting Package,Structure,Milestone,2025-11-19,2025-12-08,185.13,hr,High,STS-005
WIT-001315,PRJ-001,PRJ-001-ITEM-001315,Mechanical Reporting Package,Mechanical,Package,2025-10-14,2026-01-11,88.23,m2,Critical,STS-004
WIT-001316,PRJ-002,PRJ-002-ITEM-001316,Electrical Reporting Package,Electrical,Task,2026-04-06,2026-05-24,232.5,m3,Low,STS-004
WIT-001317,PRJ-003,PRJ-003-ITEM-001317,Interior Reporting Package,Interior,Inspection,2025-09-20,2025-10-20,471.34,ea,Medium,STS-004
WIT-001318,PRJ-004,PRJ-004-ITEM-001318,Exterior Reporting Package,Exterior,Milestone,2026-01-28,2026-04-02,108.41,lot,High,STS-004
WIT-001319,PRJ-005,PRJ-005-ITEM-001319,Safety Reporting Package,Safety,Package,2026-01-15,2026-04-14,429.92,hr,Critical,STS-004
WIT-001320,PRJ-001,PRJ-001-ITEM-001320,Structure Reporting Package,Structure,Task,2026-04-26,2026-07-15,426.01,m2,Low,STS-004
WIT-001321,PRJ-002,PRJ-002-ITEM-001321,Mechanical Reporting Package,Mechanical,Inspection,2026-03-23,2026-05-10,121.61,m3,Medium,STS-005
WIT-001322,PRJ-003,PRJ-003-ITEM-001322,Electrical Reporting Package,Electrical,Milestone,2026-03-01,2026-05-12,463.41,ea,High,STS-001
WIT-001323,PRJ-004,PRJ-004-ITEM-001323,Interior Reporting Package,Interior,Package,2025-11-25,2026-02-09,129.69,lot,Critical,STS-006
WIT-001324,PRJ-005,PRJ-005-ITEM-001324,Exterior Reporting Package,Exterior,Task,2025-12-15,2025-12-30,493.67,hr,Low,STS-007
WIT-001325,PRJ-001,PRJ-001-ITEM-001325,Safety Reporting Package,Safety,Inspection,2026-01-08,2026-04-02,76.15,m2,Medium,STS-005
WIT-001326,PRJ-002,PRJ-002-ITEM-001326,Structure Reporting Package,Structure,Milestone,2026-02-27,2026-04-24,337.42,m3,High,STS-007
WIT-001327,PRJ-003,PRJ-003-ITEM-001327,Mechanical Reporting Package,Mechanical,Package,2025-11-04,2025-11-19,170.53,ea,Critical,STS-003
WIT-001328,PRJ-004,PRJ-004-ITEM-001328,Electrical Reporting Package,Electrical,Task,2026-03-04,2026-04-13,238.18,lot,Low,STS-003
WIT-001329,PRJ-005,PRJ-005-ITEM-001329,Interior Reporting Package,Interior,Inspection,2025-06-21,2025-07-04,377.13,hr,Medium,STS-003
WIT-001330,PRJ-001,PRJ-001-ITEM-001330,Exterior Reporting Package,Exterior,Milestone,2025-10-09,2025-10-30,168.19,m2,High,STS-004
WIT-001331,PRJ-002,PRJ-002-ITEM-001331,Safety Reporting Package,Safety,Package,2026-05-05,2026-06-11,423.0,m3,Critical,STS-006
WIT-001332,PRJ-003,PRJ-003-ITEM-001332,Structure Reporting Package,Structure,Task,2026-04-12,2026-07-10,421.52,ea,Low,STS-004
WIT-001333,PRJ-004,PRJ-004-ITEM-001333,Mechanical Reporting Package,Mechanical,Inspection,2025-12-09,2026-02-11,223.75,lot,Medium,STS-005
WIT-001334,PRJ-005,PRJ-005-ITEM-001334,Electrical Reporting Package,Electrical,Milestone,2026-03-30,2026-07-05,325.75,hr,High,STS-005
WIT-001335,PRJ-001,PRJ-001-ITEM-001335,Interior Reporting Package,Interior,Package,2026-03-27,2026-07-19,58.83,m2,Critical,STS-005
WIT-001336,PRJ-002,PRJ-002-ITEM-001336,Exterior Reporting Package,Exterior,Task,2026-01-02,2026-02-16,245.14,m3,Low,STS-007
WIT-001337,PRJ-003,PRJ-003-ITEM-001337,Safety Reporting Package,Safety,Inspection,2025-12-23,2026-04-08,71.68,ea,Medium,STS-004
WIT-001338,PRJ-004,PRJ-004-ITEM-001338,Structure Reporting Package,Structure,Milestone,2026-03-11,2026-04-16,344.08,lot,High,STS-004
WIT-001339,PRJ-005,PRJ-005-ITEM-001339,Mechanical Reporting Package,Mechanical,Package,2025-06-05,2025-06-27,24.64,hr,Critical,STS-003
WIT-001340,PRJ-001,PRJ-001-ITEM-001340,Electrical Reporting Package,Electrical,Task,2025-12-10,2026-02-15,70.75,m2,Low,STS-003
WIT-001341,PRJ-002,PRJ-002-ITEM-001341,Interior Reporting Package,Interior,Inspection,2025-11-27,2026-01-03,221.1,m3,Medium,STS-004
WIT-001342,PRJ-003,PRJ-003-ITEM-001342,Exterior Reporting Package,Exterior,Milestone,2025-10-05,2025-12-28,261.42,ea,High,STS-005
WIT-001343,PRJ-004,PRJ-004-ITEM-001343,Safety Reporting Package,Safety,Package,2026-02-02,2026-03-26,140.54,lot,Critical,STS-004
WIT-001344,PRJ-005,PRJ-005-ITEM-001344,Structure Reporting Package,Structure,Task,2025-07-14,2025-09-05,307.58,hr,Low,STS-006
WIT-001345,PRJ-001,PRJ-001-ITEM-001345,Mechanical Reporting Package,Mechanical,Inspection,2025-11-16,2025-11-24,187.49,m2,Medium,STS-004
WIT-001346,PRJ-002,PRJ-002-ITEM-001346,Electrical Reporting Package,Electrical,Milestone,2025-12-17,2026-01-28,55.22,m3,High,STS-004
WIT-001347,PRJ-003,PRJ-003-ITEM-001347,Interior Reporting Package,Interior,Package,2026-06-01,2026-08-19,7.87,ea,Critical,STS-004
WIT-001348,PRJ-004,PRJ-004-ITEM-001348,Exterior Reporting Package,Exterior,Task,2025-11-24,2026-01-20,228.82,lot,Low,STS-003
WIT-001349,PRJ-005,PRJ-005-ITEM-001349,Safety Reporting Package,Safety,Inspection,2025-06-28,2025-07-31,197.64,hr,Medium,STS-004
WIT-001350,PRJ-001,PRJ-001-ITEM-001350,Structure Reporting Package,Structure,Milestone,2026-05-11,2026-08-11,189.54,m2,High,STS-004
WIT-001351,PRJ-002,PRJ-002-ITEM-001351,Mechanical Reporting Package,Mechanical,Package,2026-04-28,2026-08-04,265.69,m3,Critical,STS-005
WIT-001352,PRJ-003,PRJ-003-ITEM-001352,Electrical Reporting Package,Electrical,Task,2026-02-06,2026-03-06,11.89,ea,Low,STS-004
WIT-001353,PRJ-004,PRJ-004-ITEM-001353,Interior Reporting Package,Interior,Inspection,2026-06-01,2026-08-13,258.05,lot,Medium,STS-004
WIT-001354,PRJ-005,PRJ-005-ITEM-001354,Exterior Reporting Package,Exterior,Milestone,2026-05-07,2026-08-06,211.22,hr,High,STS-003
WIT-001355,PRJ-001,PRJ-001-ITEM-001355,Safety Reporting Package,Safety,Package,2026-03-03,2026-04-16,51.04,m2,Critical,STS-005
WIT-001356,PRJ-002,PRJ-002-ITEM-001356,Structure Reporting Package,Structure,Task,2026-05-26,2026-06-11,471.26,m3,Low,STS-006
WIT-001357,PRJ-003,PRJ-003-ITEM-001357,Mechanical Reporting Package,Mechanical,Inspection,2026-04-16,2026-07-20,12.11,ea,Medium,STS-005
WIT-001358,PRJ-004,PRJ-004-ITEM-001358,Electrical Reporting Package,Electrical,Milestone,2026-02-28,2026-06-25,382.16,lot,High,STS-004
WIT-001359,PRJ-005,PRJ-005-ITEM-001359,Interior Reporting Package,Interior,Package,2025-10-14,2025-12-27,143.12,hr,Critical,STS-005
WIT-001360,PRJ-001,PRJ-001-ITEM-001360,Exterior Reporting Package,Exterior,Task,2025-11-07,2026-02-08,316.55,m2,Low,STS-005
WIT-001361,PRJ-002,PRJ-002-ITEM-001361,Safety Reporting Package,Safety,Inspection,2026-04-07,2026-07-11,464.65,m3,Medium,STS-005
WIT-001362,PRJ-003,PRJ-003-ITEM-001362,Structure Reporting Package,Structure,Milestone,2025-09-05,2026-01-01,22.13,ea,High,STS-004
WIT-001363,PRJ-004,PRJ-004-ITEM-001363,Mechanical Reporting Package,Mechanical,Package,2026-04-26,2026-08-21,223.02,lot,Critical,STS-004
WIT-001364,PRJ-005,PRJ-005-ITEM-001364,Electrical Reporting Package,Electrical,Task,2026-01-20,2026-05-15,74.22,hr,Low,STS-005
WIT-001365,PRJ-001,PRJ-001-ITEM-001365,Interior Reporting Package,Interior,Inspection,2026-05-13,2026-07-19,168.81,m2,Medium,STS-002
WIT-001366,PRJ-002,PRJ-002-ITEM-001366,Exterior Reporting Package,Exterior,Milestone,2026-02-13,2026-02-28,9.1,m3,High,STS-003
WIT-001367,PRJ-003,PRJ-003-ITEM-001367,Safety Reporting Package,Safety,Package,2025-11-24,2026-03-22,226.8,ea,Critical,STS-004
WIT-001368,PRJ-004,PRJ-004-ITEM-001368,Structure Reporting Package,Structure,Task,2025-11-16,2025-12-02,162.63,lot,Low,STS-006
WIT-001369,PRJ-005,PRJ-005-ITEM-001369,Mechanical Reporting Package,Mechanical,Inspection,2025-11-11,2026-02-20,240.42,hr,Medium,STS-004
WIT-001370,PRJ-001,PRJ-001-ITEM-001370,Electrical Reporting Package,Electrical,Milestone,2026-03-26,2026-04-17,237.96,m2,High,STS-004
WIT-001371,PRJ-002,PRJ-002-ITEM-001371,Interior Reporting Package,Interior,Package,2025-11-16,2026-03-13,66.33,m3,Critical,STS-004
WIT-001372,PRJ-003,PRJ-003-ITEM-001372,Exterior Reporting Package,Exterior,Task,2025-12-08,2026-01-05,472.76,ea,Low,STS-004
WIT-001373,PRJ-004,PRJ-004-ITEM-001373,Safety Reporting Package,Safety,Inspection,2026-04-23,2026-05-03,133.64,lot,Medium,STS-006
WIT-001374,PRJ-005,PRJ-005-ITEM-001374,Structure Reporting Package,Structure,Milestone,2026-01-28,2026-05-03,46.26,hr,High,STS-003
WIT-001375,PRJ-001,PRJ-001-ITEM-001375,Mechanical Reporting Package,Mechanical,Package,2025-09-24,2025-11-25,212.4,m2,Critical,STS-003
WIT-001376,PRJ-002,PRJ-002-ITEM-001376,Electrical Reporting Package,Electrical,Task,2025-11-10,2025-11-15,251.7,m3,Low,STS-006
WIT-001377,PRJ-003,PRJ-003-ITEM-001377,Interior Reporting Package,Interior,Inspection,2025-12-31,2026-04-21,485.6,ea,Medium,STS-005
WIT-001378,PRJ-004,PRJ-004-ITEM-001378,Exterior Reporting Package,Exterior,Milestone,2026-02-14,2026-06-11,252.77,lot,High,STS-005
WIT-001379,PRJ-005,PRJ-005-ITEM-001379,Safety Reporting Package,Safety,Package,2025-04-11,2025-05-15,429.91,hr,Critical,STS-004
WIT-001380,PRJ-001,PRJ-001-ITEM-001380,Structure Reporting Package,Structure,Task,2026-05-18,2026-06-10,140.46,m2,Low,STS-004
WIT-001381,PRJ-002,PRJ-002-ITEM-001381,Mechanical Reporting Package,Mechanical,Inspection,2025-11-23,2026-01-18,427.88,m3,Medium,STS-004
WIT-001382,PRJ-003,PRJ-003-ITEM-001382,Electrical Reporting Package,Electrical,Milestone,2026-04-05,2026-07-18,265.83,ea,High,STS-004
WIT-001383,PRJ-004,PRJ-004-ITEM-001383,Interior Reporting Package,Interior,Package,2026-05-10,2026-06-28,488.29,lot,Critical,STS-007
WIT-001384,PRJ-005,PRJ-005-ITEM-001384,Exterior Reporting Package,Exterior,Task,2025-12-06,2026-01-06,151.4,hr,Low,STS-006
WIT-001385,PRJ-001,PRJ-001-ITEM-001385,Safety Reporting Package,Safety,Inspection,2026-03-08,2026-04-03,16.5,m2,Medium,STS-004
WIT-001386,PRJ-002,PRJ-002-ITEM-001386,Structure Reporting Package,Structure,Milestone,2026-06-01,2026-07-22,100.89,m3,High,STS-006
WIT-001387,PRJ-003,PRJ-003-ITEM-001387,Mechanical Reporting Package,Mechanical,Package,2026-03-13,2026-05-02,340.34,ea,Critical,STS-001
WIT-001388,PRJ-004,PRJ-004-ITEM-001388,Electrical Reporting Package,Electrical,Task,2025-11-10,2026-01-07,337.73,lot,Low,STS-001
WIT-001389,PRJ-005,PRJ-005-ITEM-001389,Interior Reporting Package,Interior,Inspection,2026-01-26,2026-02-20,132.47,hr,Medium,STS-007
WIT-001390,PRJ-001,PRJ-001-ITEM-001390,Exterior Reporting Package,Exterior,Milestone,2026-04-20,2026-06-22,175.08,m2,High,STS-005
